pc_time_s,timestamp_ms,P_abs,P_g,P_atm,raw_line
1778765616.2002194,71560,40.30,-58.96,99.27,"71560,40.30,-58.96,99.27,0.00,IDLE,0,-1"
1778765616.3005724,71660,37.86,-61.41,99.27,"71660,37.86,-61.41,99.27,0.00,IDLE,0,-1"
1778765616.4006279,71760,36.39,-62.87,99.27,"71760,36.39,-62.87,99.27,0.00,IDLE,0,-1"
1778765616.5004416,71860,35.42,-63.85,99.27,"71860,35.42,-63.85,99.27,0.00,IDLE,0,-1"
1778765616.6005356,71960,35.42,-63.85,99.27,"71960,35.42,-63.85,99.27,0.00,IDLE,0,-1"
1778765616.7009184,72060,34.93,-64.34,99.27,"72060,34.93,-64.34,99.27,0.00,IDLE,0,-1"
1778765616.799847,72160,35.17,-64.10,99.27,"72160,35.17,-64.10,99.27,0.00,IDLE,0,-1"
1778765616.9006376,72260,34.93,-64.34,99.27,"72260,34.93,-64.34,99.27,0.00,IDLE,0,-1"
1778765617.000973,72360,34.68,-64.58,99.27,"72360,34.68,-64.58,99.27,0.00,IDLE,0,-1"
1778765617.1005266,72460,34.68,-64.58,99.27,"72460,34.68,-64.58,99.27,0.00,IDLE,0,-1"
1778765617.200719,72560,34.68,-64.58,99.27,"72560,34.68,-64.58,99.27,0.00,IDLE,0,-1"
1778765617.300997,72660,33.70,-65.56,99.27,"72660,33.70,-65.56,99.27,0.00,IDLE,0,-1"
1778765617.3997977,72760,32.97,-66.30,99.27,"72760,32.97,-66.30,99.27,0.00,IDLE,0,-1"
1778765617.5005794,72860,32.48,-66.78,99.27,"72860,32.48,-66.78,99.27,0.00,IDLE,0,-1"
1778765617.5993888,72960,31.99,-67.27,99.27,"72960,31.99,-67.27,99.27,0.00,IDLE,0,-1"
1778765617.7005427,73060,31.99,-67.27,99.27,"73060,31.99,-67.27,99.27,0.00,IDLE,0,-1"
1778765617.8002708,73160,31.26,-68.01,99.27,"73160,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765617.8997917,73260,31.02,-68.25,99.27,"73260,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.0003948,73360,31.02,-68.25,99.27,"73360,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.100274,73460,31.02,-68.25,99.27,"73460,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.200307,73560,31.02,-68.25,99.27,"73560,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.3003254,73660,31.02,-68.25,99.27,"73660,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.4005623,73760,31.26,-68.01,99.27,"73760,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765618.499451,73860,31.02,-68.25,99.27,"73860,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.6005006,73960,31.02,-68.25,99.27,"73960,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.7007647,74060,31.02,-68.25,99.27,"74060,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.8002646,74160,31.02,-68.25,99.27,"74160,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765618.9001994,74260,31.02,-68.25,99.27,"74260,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765619.0010471,74360,31.02,-68.25,99.27,"74360,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765619.1008122,74460,31.02,-68.25,99.27,"74460,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765619.200686,74560,31.02,-68.25,99.27,"74560,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765619.3003304,74660,30.77,-68.49,99.27,"74660,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765619.3997629,74760,30.28,-68.98,99.27,"74760,30.28,-68.98,99.27,0.00,IDLE,0,-1"
1778765619.500551,74860,29.55,-69.72,99.27,"74860,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765619.600363,74960,29.79,-69.47,99.27,"74960,29.79,-69.47,99.27,0.00,IDLE,0,-1"
1778765619.7003803,75060,29.55,-69.72,99.27,"75060,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765619.7998433,75160,29.55,-69.72,99.27,"75160,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765619.9011147,75260,29.55,-69.72,99.27,"75260,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765619.9999552,75360,29.31,-69.96,99.27,"75360,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765620.100589,75460,29.55,-69.72,99.27,"75460,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765620.2011607,75560,29.55,-69.72,99.27,"75560,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765620.2997868,75660,29.31,-69.96,99.27,"75660,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765620.4007015,75760,29.55,-69.72,99.27,"75760,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765620.5011046,75860,29.55,-69.72,99.27,"75860,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765620.5997372,75960,29.31,-69.96,99.27,"75960,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765620.7003372,76060,29.06,-70.21,99.27,"76060,29.06,-70.21,99.27,0.00,IDLE,0,-1"
1778765620.8001366,76160,29.31,-69.96,99.27,"76160,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765620.9003894,76260,29.31,-69.96,99.27,"76260,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.000713,76360,29.55,-69.72,99.27,"76360,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765621.099581,76460,29.31,-69.96,99.27,"76460,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.2000492,76560,29.31,-69.96,99.27,"76560,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.3006701,76660,29.31,-69.96,99.27,"76660,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.4000092,76760,29.31,-69.96,99.27,"76760,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.499972,76860,29.31,-69.96,99.27,"76860,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.6006436,76960,29.31,-69.96,99.27,"76960,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765621.7002387,77060,29.06,-70.21,99.27,"77060,29.06,-70.21,99.27,0.00,IDLE,0,-1"
1778765621.8007455,77160,29.55,-69.72,99.27,"77160,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765621.901001,77260,29.31,-69.96,99.27,"77260,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.000041,77360,29.31,-69.96,99.27,"77360,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.100082,77460,29.31,-69.96,99.27,"77460,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.200253,77560,29.55,-69.72,99.27,"77560,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765622.300086,77660,29.31,-69.96,99.27,"77660,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.4006321,77760,29.31,-69.96,99.27,"77760,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.5009139,77860,29.31,-69.96,99.27,"77860,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.600251,77960,29.31,-69.96,99.27,"77960,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.7000444,78060,29.31,-69.96,99.27,"78060,29.31,-69.96,99.27,0.00,IDLE,0,-1"
1778765622.8006332,78160,29.55,-69.72,99.27,"78160,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765622.8998322,78260,29.79,-69.47,99.27,"78260,29.79,-69.47,99.27,0.00,IDLE,0,-1"
1778765623.0012908,78360,29.55,-69.72,99.27,"78360,29.55,-69.72,99.27,0.00,IDLE,0,-1"
1778765623.1006677,78460,30.04,-69.23,99.27,"78460,30.04,-69.23,99.27,0.00,IDLE,0,-1"
1778765623.2003355,78560,30.04,-69.23,99.27,"78560,30.04,-69.23,99.27,0.00,IDLE,0,-1"
1778765623.3012183,78660,30.04,-69.23,99.27,"78660,30.04,-69.23,99.27,0.00,IDLE,0,-1"
1778765623.400472,78760,30.04,-69.23,99.27,"78760,30.04,-69.23,99.27,0.00,IDLE,0,-1"
1778765623.4996777,78860,30.28,-68.98,99.27,"78860,30.28,-68.98,99.27,0.00,IDLE,0,-1"
1778765623.600144,78960,30.53,-68.74,99.27,"78960,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765623.7009692,79060,30.53,-68.74,99.27,"79060,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765623.800355,79160,30.53,-68.74,99.27,"79160,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765623.900761,79260,30.53,-68.74,99.27,"79260,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765623.99935,79360,30.53,-68.74,99.27,"79360,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765624.1005607,79460,30.53,-68.74,99.27,"79460,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765624.2005618,79560,30.53,-68.74,99.27,"79560,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765624.2999582,79660,30.53,-68.74,99.27,"79660,30.53,-68.74,99.27,0.00,IDLE,0,-1"
1778765624.4008298,79760,30.77,-68.49,99.27,"79760,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765624.4999807,79860,30.77,-68.49,99.27,"79860,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765624.599518,79960,30.77,-68.49,99.27,"79960,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765624.7003858,80060,30.77,-68.49,99.27,"80060,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765624.8008604,80160,30.77,-68.49,99.27,"80160,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765624.9002364,80260,31.02,-68.25,99.27,"80260,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765624.9998853,80360,31.02,-68.25,99.27,"80360,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.1005497,80460,31.02,-68.25,99.27,"80460,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.1996756,80560,30.77,-68.49,99.27,"80560,30.77,-68.49,99.27,0.00,IDLE,0,-1"
1778765625.30067,80660,31.02,-68.25,99.27,"80660,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.4006069,80760,31.02,-68.25,99.27,"80760,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.5001543,80860,31.02,-68.25,99.27,"80860,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.6002903,80960,31.26,-68.01,99.27,"80960,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765625.7010415,81060,31.02,-68.25,99.27,"81060,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.7996454,81160,31.02,-68.25,99.27,"81160,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.9001443,81260,31.02,-68.25,99.27,"81260,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765625.9999707,81360,31.02,-68.25,99.27,"81360,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765626.1000743,81460,31.02,-68.25,99.27,"81460,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765626.200546,81560,31.02,-68.25,99.27,"81560,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765626.300772,81660,31.51,-67.76,99.27,"81660,31.51,-67.76,99.27,0.00,IDLE,0,-1"
1778765626.39995,81760,31.26,-68.01,99.27,"81760,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765626.5007362,81860,31.26,-68.01,99.27,"81860,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765626.6004465,81960,31.26,-68.01,99.27,"81960,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765626.699896,82060,31.02,-68.25,99.27,"82060,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765626.800312,82160,31.26,-68.01,99.27,"82160,31.26,-68.01,99.27,0.00,IDLE,0,-1"
1778765626.9003544,82260,31.02,-68.25,99.27,"82260,31.02,-68.25,99.27,0.00,IDLE,0,-1"
1778765627.000241,82360,31.51,-67.76,99.27,"82360,31.51,-67.76,99.27,0.00,IDLE,0,-1"
1778765627.1008759,82460,32.48,-66.78,99.27,"82460,32.48,-66.78,99.27,0.00,IDLE,0,-1"
1778765627.1998208,82560,32.73,-66.54,99.27,"82560,32.73,-66.54,99.27,0.00,IDLE,0,-1"
1778765627.2997568,82660,32.73,-66.54,99.27,"82660,32.73,-66.54,99.27,0.00,IDLE,0,-1"
1778765627.4000416,82760,33.22,-66.05,99.27,"82760,33.22,-66.05,99.27,0.00,IDLE,0,-1"
1778765627.4993258,82860,32.97,-66.30,99.27,"82860,32.97,-66.30,99.27,0.00,IDLE,0,-1"
1778765627.5999308,82960,33.70,-65.56,99.27,"82960,33.70,-65.56,99.27,0.00,IDLE,0,-1"
1778765627.700122,83060,34.19,-65.07,99.27,"83060,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765627.79931,83160,34.19,-65.07,99.27,"83160,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765627.9006062,83260,34.19,-65.07,99.27,"83260,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765628.0008366,83360,34.19,-65.07,99.27,"83360,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765628.100633,83460,34.19,-65.07,99.27,"83460,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765628.2005875,83560,34.44,-64.83,99.27,"83560,34.44,-64.83,99.27,0.00,IDLE,0,-1"
1778765628.3008802,83660,34.19,-65.07,99.27,"83660,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765628.4001045,83760,34.19,-65.07,99.27,"83760,34.19,-65.07,99.27,0.00,IDLE,0,-1"
1778765628.5004196,83860,34.68,-64.58,99.27,"83860,34.68,-64.58,99.27,0.00,IDLE,0,-1"
1778765628.6007771,83960,35.17,-64.10,99.27,"83960,35.17,-64.10,99.27,0.00,IDLE,0,-1"
1778765628.7001612,84060,36.39,-62.87,99.27,"84060,36.39,-62.87,99.27,0.00,IDLE,0,-1"
1778765628.8005724,84160,38.35,-60.92,99.27,"84160,38.35,-60.92,99.27,0.00,IDLE,0,-1"
1778765628.9008687,84260,39.08,-60.19,99.27,"84260,39.08,-60.19,99.27,0.00,IDLE,0,-1"
1778765629.0001225,84360,39.33,-59.94,99.27,"84360,39.33,-59.94,99.27,0.00,IDLE,0,-1"
1778765629.1002398,84460,39.33,-59.94,99.27,"84460,39.33,-59.94,99.27,0.00,IDLE,0,-1"
1778765629.2004619,84560,39.57,-59.70,99.27,"84560,39.57,-59.70,99.27,0.00,IDLE,0,-1"
1778765629.2995346,84660,39.81,-59.45,99.27,"84660,39.81,-59.45,99.27,0.00,IDLE,0,-1"
1778765629.4015431,84760,42.01,-57.25,99.27,"84760,42.01,-57.25,99.27,0.00,IDLE,0,-1"
1778765629.5008154,84860,42.50,-56.76,99.27,"84860,42.50,-56.76,99.27,0.00,IDLE,0,-1"
1778765629.6001241,84960,42.50,-56.76,99.27,"84960,42.50,-56.76,99.27,0.00,IDLE,0,-1"
1778765629.7003133,85060,42.99,-56.28,99.27,"85060,42.99,-56.28,99.27,0.00,IDLE,0,-1"
1778765629.8011386,85160,42.99,-56.28,99.27,"85160,42.99,-56.28,99.27,0.00,IDLE,0,-1"
1778765629.9003592,85260,43.24,-56.03,99.27,"85260,43.24,-56.03,99.27,0.00,IDLE,0,-1"
1778765630.0012045,85360,43.48,-55.79,99.27,"85360,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.1010642,85460,43.48,-55.79,99.27,"85460,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.199921,85560,43.48,-55.79,99.27,"85560,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.299963,85660,43.48,-55.79,99.27,"85660,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.3996727,85760,43.48,-55.79,99.27,"85760,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.4996505,85860,43.48,-55.79,99.27,"85860,43.48,-55.79,99.27,0.00,IDLE,0,-1"
1778765630.600723,85960,43.72,-55.54,99.27,"85960,43.72,-55.54,99.27,0.00,IDLE,0,-1"
1778765630.6996093,86060,43.97,-55.30,99.27,"86060,43.97,-55.30,99.27,0.00,IDLE,0,-1"
1778765630.8005285,86160,44.95,-54.32,99.27,"86160,44.95,-54.32,99.27,0.00,IDLE,0,-1"
1778765630.900172,86260,45.19,-54.08,99.27,"86260,45.19,-54.08,99.27,0.00,IDLE,0,-1"
1778765630.9996445,86360,45.19,-54.08,99.27,"86360,45.19,-54.08,99.27,0.00,IDLE,0,-1"
1778765631.1002944,86460,45.68,-53.59,99.27,"86460,45.68,-53.59,99.27,0.00,IDLE,0,-1"
1778765631.2000606,86560,46.17,-53.10,99.27,"86560,46.17,-53.10,99.27,0.00,IDLE,0,-1"
1778765631.2997668,86660,47.15,-52.12,99.27,"86660,47.15,-52.12,99.27,0.00,IDLE,0,-1"
1778765631.4005263,86760,47.88,-51.39,99.27,"86760,47.88,-51.39,99.27,0.00,IDLE,0,-1"
1778765631.5009398,86860,47.88,-51.39,99.27,"86860,47.88,-51.39,99.27,0.00,IDLE,0,-1"
1778765631.6000242,86960,47.88,-51.39,99.27,"86960,47.88,-51.39,99.27,0.00,IDLE,0,-1"
1778765631.7003777,87060,48.86,-50.41,99.27,"87060,48.86,-50.41,99.27,0.00,IDLE,0,-1"
1778765631.8011954,87160,50.81,-48.46,99.27,"87160,50.81,-48.46,99.27,0.00,IDLE,0,-1"
1778765631.9001093,87260,52.03,-47.23,99.27,"87260,52.03,-47.23,99.27,0.00,IDLE,0,-1"
1778765632.0006523,87360,51.79,-47.48,99.27,"87360,51.79,-47.48,99.27,0.00,IDLE,0,-1"
1778765632.1001194,87460,52.28,-46.99,99.27,"87460,52.28,-46.99,99.27,0.00,IDLE,0,-1"
1778765632.199107,87560,52.03,-47.23,99.27,"87560,52.03,-47.23,99.27,0.00,IDLE,0,-1"
1778765632.300704,87660,53.01,-46.26,99.27,"87660,53.01,-46.26,99.27,0.00,IDLE,0,-1"
1778765632.4001763,87760,57.41,-41.86,99.27,"87760,57.41,-41.86,99.27,0.00,IDLE,0,-1"
1778765632.4993043,87860,64.01,-35.26,99.27,"87860,64.01,-35.26,99.27,0.00,IDLE,0,-1"
1778765632.6015635,87960,65.72,-33.55,99.27,"87960,65.72,-33.55,99.27,0.00,IDLE,0,-1"
1778765632.7010455,88060,66.21,-33.06,99.27,"88060,66.21,-33.06,99.27,0.00,IDLE,0,-1"
1778765632.8015075,88160,66.45,-32.82,99.27,"88160,66.45,-32.82,99.27,0.00,IDLE,0,-1"
1778765632.9001758,88260,67.43,-31.84,99.27,"88260,67.43,-31.84,99.27,0.00,IDLE,0,-1"
1778765633.0007222,88360,69.14,-30.13,99.27,"88360,69.14,-30.13,99.27,0.00,IDLE,0,-1"
1778765633.0996475,88460,71.58,-27.68,99.27,"88460,71.58,-27.68,99.27,0.00,IDLE,0,-1"
1778765633.200449,88560,72.81,-26.46,99.27,"88560,72.81,-26.46,99.27,0.00,IDLE,0,-1"
1778765633.3012118,88660,73.05,-26.22,99.27,"88660,73.05,-26.22,99.27,0.00,IDLE,0,-1"
1778765633.399711,88760,73.29,-25.97,99.27,"88760,73.29,-25.97,99.27,0.00,IDLE,0,-1"
1778765633.500277,88860,73.54,-25.73,99.27,"88860,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765633.599503,88960,73.29,-25.97,99.27,"88960,73.29,-25.97,99.27,0.00,IDLE,0,-1"
1778765633.7003696,89060,73.54,-25.73,99.27,"89060,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765633.8003807,89160,73.54,-25.73,99.27,"89160,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765633.8999245,89260,73.54,-25.73,99.27,"89260,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.001641,89360,73.54,-25.73,99.27,"89360,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.100202,89460,73.54,-25.73,99.27,"89460,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.199999,89560,73.54,-25.73,99.27,"89560,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.2998602,89660,73.54,-25.73,99.27,"89660,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.4007292,89760,73.54,-25.73,99.27,"89760,73.54,-25.73,99.27,0.00,IDLE,0,-1"
1778765634.499294,89860,73.78,-25.48,99.27,"89860,73.78,-25.48,99.27,0.00,IDLE,0,-1"
1778765634.6001332,89960,73.78,-25.48,99.27,"89960,73.78,-25.48,99.27,0.00,IDLE,0,-1"
1778765634.7003853,90060,73.78,-25.48,99.27,"90060,73.78,-25.48,99.27,0.00,IDLE,0,-1"
1778765634.7997882,90160,73.78,-25.48,99.27,"90160,73.78,-25.48,99.27,0.00,IDLE,0,-1"
1778765634.900107,90260,74.03,-25.24,99.27,"90260,74.03,-25.24,99.27,0.00,IDLE,0,-1"
1778765635.0007668,90360,74.27,-25.00,99.27,"90360,74.27,-25.00,99.27,0.00,IDLE,0,-1"
1778765635.099685,90460,75.98,-23.28,99.27,"90460,75.98,-23.28,99.27,0.00,IDLE,0,-1"
1778765635.1999319,90560,77.20,-22.06,99.27,"90560,77.20,-22.06,99.27,0.00,IDLE,0,-1"
1778765635.3005536,90660,77.45,-21.82,99.27,"90660,77.45,-21.82,99.27,0.00,IDLE,0,-1"
1778765635.4001896,90760,77.69,-21.57,99.27,"90760,77.69,-21.57,99.27,0.00,IDLE,0,-1"
1778765635.500435,90860,77.94,-21.33,99.27,"90860,77.94,-21.33,99.27,0.00,IDLE,0,-1"
1778765635.600822,90960,78.18,-21.09,99.27,"90960,78.18,-21.09,99.27,0.00,IDLE,0,-1"
1778765635.7001193,91060,78.67,-20.60,99.27,"91060,78.67,-20.60,99.27,0.00,IDLE,0,-1"
1778765635.8000755,91160,79.65,-19.62,99.27,"91160,79.65,-19.62,99.27,0.00,IDLE,0,-1"
1778765635.9003253,91260,82.09,-17.17,99.27,"91260,82.09,-17.17,99.27,0.00,IDLE,0,-1"
1778765635.9994528,91360,84.78,-14.49,99.27,"91360,84.78,-14.49,99.27,0.00,IDLE,0,-1"
1778765636.100504,91460,85.51,-13.75,99.27,"91460,85.51,-13.75,99.27,0.00,IDLE,0,-1"
1778765636.2004237,91560,86.00,-13.26,99.27,"91560,86.00,-13.26,99.27,0.00,IDLE,0,-1"
1778765636.300162,91660,86.00,-13.26,99.27,"91660,86.00,-13.26,99.27,0.00,IDLE,0,-1"
1778765636.4000287,91760,86.25,-13.02,99.27,"91760,86.25,-13.02,99.27,0.00,IDLE,0,-1"
1778765636.5001748,91860,86.25,-13.02,99.27,"91860,86.25,-13.02,99.27,0.00,IDLE,0,-1"
1778765636.5995915,91960,86.49,-12.78,99.27,"91960,86.49,-12.78,99.27,0.00,IDLE,0,-1"
1778765636.700566,92060,86.25,-13.02,99.27,"92060,86.25,-13.02,99.27,0.00,IDLE,0,-1"
1778765636.8000283,92160,86.49,-12.78,99.27,"92160,86.49,-12.78,99.27,0.00,IDLE,0,-1"
1778765636.900439,92260,86.49,-12.78,99.27,"92260,86.49,-12.78,99.27,0.00,IDLE,0,-1"
1778765637.0007415,92360,86.74,-12.53,99.27,"92360,86.74,-12.53,99.27,0.00,IDLE,0,-1"
1778765637.1000006,92460,87.22,-12.04,99.27,"92460,87.22,-12.04,99.27,0.00,IDLE,0,-1"
1778765637.2001982,92560,87.47,-11.80,99.27,"92560,87.47,-11.80,99.27,0.00,IDLE,0,-1"
1778765637.3006535,92660,87.71,-11.55,99.27,"92660,87.71,-11.55,99.27,0.00,IDLE,0,-1"
1778765637.3991728,92760,87.71,-11.55,99.27,"92760,87.71,-11.55,99.27,0.00,IDLE,0,-1"
1778765637.4997907,92860,87.96,-11.31,99.27,"92860,87.96,-11.31,99.27,0.00,IDLE,0,-1"
1778765637.5998588,92960,88.69,-10.58,99.27,"92960,88.69,-10.58,99.27,0.00,IDLE,0,-1"
1778765637.6998703,93060,88.93,-10.33,99.27,"93060,88.93,-10.33,99.27,0.00,IDLE,0,-1"
1778765637.7999716,93160,89.18,-10.09,99.27,"93160,89.18,-10.09,99.27,0.00,IDLE,0,-1"
1778765637.9008696,93260,89.18,-10.09,99.27,"93260,89.18,-10.09,99.27,0.00,IDLE,0,-1"
1778765637.9999332,93360,90.16,-9.11,99.27,"93360,90.16,-9.11,99.27,0.00,IDLE,0,-1"
1778765638.1003187,93460,90.40,-8.87,99.27,"93460,90.40,-8.87,99.27,0.00,IDLE,0,-1"
1778765638.200361,93560,90.40,-8.87,99.27,"93560,90.40,-8.87,99.27,0.00,IDLE,0,-1"
1778765638.2992048,93660,90.65,-8.62,99.27,"93660,90.65,-8.62,99.27,0.00,IDLE,0,-1"
1778765638.4003918,93760,90.65,-8.62,99.27,"93760,90.65,-8.62,99.27,0.00,IDLE,0,-1"
1778765638.5006607,93860,91.13,-8.13,99.27,"93860,91.13,-8.13,99.27,0.00,IDLE,0,-1"
1778765638.5996938,93960,91.62,-7.64,99.27,"93960,91.62,-7.64,99.27,0.00,IDLE,0,-1"
1778765638.70034,94060,91.62,-7.64,99.27,"94060,91.62,-7.64,99.27,0.00,IDLE,0,-1"
1778765638.8003418,94160,92.11,-7.16,99.27,"94160,92.11,-7.16,99.27,0.00,IDLE,0,-1"
1778765638.9001637,94260,91.87,-7.40,99.27,"94260,91.87,-7.40,99.27,0.00,IDLE,0,-1"
1778765639.0006187,94360,92.84,-6.42,99.27,"94360,92.84,-6.42,99.27,0.00,IDLE,0,-1"
1778765639.1006238,94460,93.09,-6.18,99.27,"94460,93.09,-6.18,99.27,0.00,IDLE,0,-1"
1778765639.200147,94560,93.33,-5.93,99.27,"94560,93.33,-5.93,99.27,0.00,IDLE,0,-1"
1778765639.300704,94660,93.58,-5.69,99.27,"94660,93.58,-5.69,99.27,0.00,IDLE,0,-1"
1778765639.4008865,94760,94.07,-5.20,99.27,"94760,94.07,-5.20,99.27,0.00,IDLE,0,-1"
1778765639.4997356,94860,94.56,-4.71,99.27,"94860,94.56,-4.71,99.27,0.00,IDLE,0,-1"
1778765639.6000888,94960,94.80,-4.47,99.27,"94960,94.80,-4.47,99.27,0.00,IDLE,0,-1"
1778765639.7009914,95060,94.80,-4.47,99.27,"95060,94.80,-4.47,99.27,0.00,IDLE,0,-1"
1778765639.799814,95160,95.04,-4.22,99.27,"95160,95.04,-4.22,99.27,0.00,IDLE,0,-1"
1778765639.90035,95260,95.04,-4.22,99.27,"95260,95.04,-4.22,99.27,0.00,IDLE,0,-1"
1778765639.9997241,95360,95.04,-4.22,99.27,"95360,95.04,-4.22,99.27,0.00,IDLE,0,-1"
1778765640.0998492,95460,95.04,-4.22,99.27,"95460,95.04,-4.22,99.27,0.00,IDLE,0,-1"
1778765640.199937,95560,95.04,-4.22,99.27,"95560,95.04,-4.22,99.27,0.00,IDLE,0,-1"
1778765640.2999256,95660,95.53,-3.73,99.27,"95660,95.53,-3.73,99.27,0.00,IDLE,0,-1"
1778765640.3998814,95760,96.02,-3.25,99.27,"95760,96.02,-3.25,99.27,0.00,IDLE,0,-1"
1778765640.4997218,95860,96.02,-3.25,99.27,"95860,96.02,-3.25,99.27,0.00,IDLE,0,-1"
1778765640.5996528,95960,96.27,-3.00,99.27,"95960,96.27,-3.00,99.27,0.00,IDLE,0,-1"
1778765640.7002542,96060,96.27,-3.00,99.27,"96060,96.27,-3.00,99.27,0.00,IDLE,0,-1"
