pc_time_s,timestamp_ms,P_abs,P_g,P_atm,raw_line
1778765465.4659615,26560,243.38,150.13,93.26,"26560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.5665104,26660,243.38,150.13,93.26,"26660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.6646013,26760,243.38,150.13,93.26,"26760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.7653303,26860,243.14,149.88,93.26,"26860,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765465.8658535,26960,243.38,150.13,93.26,"26960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.9649656,27060,243.38,150.13,93.26,"27060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.064952,27160,243.38,150.13,93.26,"27160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.1652408,27260,243.38,150.13,93.26,"27260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.2654512,27360,243.38,150.13,93.26,"27360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.3657556,27460,243.14,149.88,93.26,"27460,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765466.4652498,27560,243.38,150.13,93.26,"27560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.5659938,27660,243.38,150.13,93.26,"27660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.665947,27760,243.38,150.13,93.26,"27760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.7659323,27860,243.63,150.37,93.26,"27860,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765466.8650815,27960,243.38,150.13,93.26,"27960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765466.9662108,28060,243.38,150.13,93.26,"28060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.064199,28160,243.38,150.13,93.26,"28160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.165373,28260,243.38,150.13,93.26,"28260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.265125,28360,243.38,150.13,93.26,"28360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.364742,28460,243.38,150.13,93.26,"28460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.465515,28560,243.14,149.88,93.26,"28560,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765467.565543,28660,243.38,150.13,93.26,"28660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.665748,28760,243.38,150.13,93.26,"28760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.7657483,28860,243.38,150.13,93.26,"28860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765467.865611,28960,243.63,150.37,93.26,"28960,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765467.9651103,29060,243.38,150.13,93.26,"29060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765468.0654292,29160,243.14,149.88,93.26,"29160,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765468.16543,29260,243.38,150.13,93.26,"29260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765468.264524,29360,243.38,150.13,93.26,"29360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765468.3654392,29460,243.38,150.13,93.26,"29460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765468.4658213,29560,236.78,143.53,93.26,"29560,236.78,143.53,93.26,0.00,IDLE,0,-1"
1778765468.564405,29660,233.12,139.86,93.26,"29660,233.12,139.86,93.26,0.00,IDLE,0,-1"
1778765468.6657636,29760,230.67,137.42,93.26,"29760,230.67,137.42,93.26,0.00,IDLE,0,-1"
1778765468.766175,29860,228.96,135.71,93.26,"29860,228.96,135.71,93.26,0.00,IDLE,0,-1"
1778765468.865253,29960,219.43,126.18,93.26,"29960,219.43,126.18,93.26,0.00,IDLE,0,-1"
1778765468.9656413,30060,205.26,112.00,93.26,"30060,205.26,112.00,93.26,0.00,IDLE,0,-1"
1778765469.0659375,30160,201.35,108.09,93.26,"30160,201.35,108.09,93.26,0.00,IDLE,0,-1"
1778765469.1650023,30260,199.39,106.14,93.26,"30260,199.39,106.14,93.26,0.00,IDLE,0,-1"
1778765469.2651682,30360,198.42,105.16,93.26,"30360,198.42,105.16,93.26,0.00,IDLE,0,-1"
1778765469.3654807,30460,197.19,103.94,93.26,"30460,197.19,103.94,93.26,0.00,IDLE,0,-1"
1778765469.465142,30560,196.22,102.96,93.26,"30560,196.22,102.96,93.26,0.00,IDLE,0,-1"
1778765469.5653372,30660,184.98,91.72,93.26,"30660,184.98,91.72,93.26,0.00,IDLE,0,-1"
1778765469.6655796,30760,171.78,78.52,93.26,"30760,171.78,78.52,93.26,0.00,IDLE,0,-1"
1778765469.7647152,30860,167.87,74.61,93.26,"30860,167.87,74.61,93.26,0.00,IDLE,0,-1"
1778765469.8655832,30960,166.40,73.15,93.26,"30960,166.40,73.15,93.26,0.00,IDLE,0,-1"
1778765469.965816,31060,165.43,72.17,93.26,"31060,165.43,72.17,93.26,0.00,IDLE,0,-1"
1778765470.0646958,31160,164.94,71.68,93.26,"31160,164.94,71.68,93.26,0.00,IDLE,0,-1"
1778765470.165307,31260,164.69,71.44,93.26,"31260,164.69,71.44,93.26,0.00,IDLE,0,-1"
1778765470.2647493,31360,163.23,69.97,93.26,"31360,163.23,69.97,93.26,0.00,IDLE,0,-1"
1778765470.3650165,31460,157.36,64.11,93.26,"31460,157.36,64.11,93.26,0.00,IDLE,0,-1"
1778765470.4648478,31560,135.86,42.60,93.26,"31560,135.86,42.60,93.26,0.00,IDLE,0,-1"
1778765470.5638576,31660,129.26,36.00,93.26,"31660,129.26,36.00,93.26,0.00,IDLE,0,-1"
1778765470.664689,31760,127.55,34.29,93.26,"31760,127.55,34.29,93.26,0.00,IDLE,0,-1"
1778765470.765377,31860,126.81,33.56,93.26,"31860,126.81,33.56,93.26,0.00,IDLE,0,-1"
1778765470.864241,31960,126.32,33.07,93.26,"31960,126.32,33.07,93.26,0.00,IDLE,0,-1"
1778765470.9645774,32060,126.08,32.83,93.26,"32060,126.08,32.83,93.26,0.00,IDLE,0,-1"
1778765471.0655513,32160,125.84,32.58,93.26,"32160,125.84,32.58,93.26,0.00,IDLE,0,-1"
1778765471.1645374,32260,125.59,32.34,93.26,"32260,125.59,32.34,93.26,0.00,IDLE,0,-1"
1778765471.2644823,32360,125.59,32.34,93.26,"32360,125.59,32.34,93.26,0.00,IDLE,0,-1"
1778765471.3652337,32460,125.35,32.09,93.26,"32460,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765471.4646018,32560,125.35,32.09,93.26,"32560,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765471.5646002,32660,125.35,32.09,93.26,"32660,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765471.664933,32760,125.10,31.85,93.26,"32760,125.10,31.85,93.26,0.00,IDLE,0,-1"
1778765471.7641478,32860,125.35,32.09,93.26,"32860,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765471.8648372,32960,125.35,32.09,93.26,"32960,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765471.96592,33060,125.35,32.09,93.26,"33060,125.35,32.09,93.26,0.00,IDLE,0,-1"
1778765472.0643048,33160,125.10,31.85,93.26,"33160,125.10,31.85,93.26,0.00,IDLE,0,-1"
1778765472.1655707,33260,123.88,30.63,93.26,"33260,123.88,30.63,93.26,0.00,IDLE,0,-1"
1778765472.2656405,33360,118.02,24.76,93.26,"33360,118.02,24.76,93.26,0.00,IDLE,0,-1"
1778765472.364807,33460,114.35,21.09,93.26,"33460,114.35,21.09,93.26,0.00,IDLE,0,-1"
1778765472.4649205,33560,112.88,19.63,93.26,"33560,112.88,19.63,93.26,0.00,IDLE,0,-1"
1778765472.566002,33660,112.39,19.14,93.26,"33660,112.39,19.14,93.26,0.00,IDLE,0,-1"
1778765472.6645176,33760,111.91,18.65,93.26,"33760,111.91,18.65,93.26,0.00,IDLE,0,-1"
1778765472.7648437,33860,111.66,18.41,93.26,"33860,111.66,18.41,93.26,0.00,IDLE,0,-1"
1778765472.8651433,33960,111.66,18.41,93.26,"33960,111.66,18.41,93.26,0.00,IDLE,0,-1"
1778765472.9648643,34060,111.17,17.92,93.26,"34060,111.17,17.92,93.26,0.00,IDLE,0,-1"
1778765473.0654466,34160,111.17,17.92,93.26,"34160,111.17,17.92,93.26,0.00,IDLE,0,-1"
1778765473.1661255,34260,110.93,17.67,93.26,"34260,110.93,17.67,93.26,0.00,IDLE,0,-1"
1778765473.265016,34360,110.93,17.67,93.26,"34360,110.93,17.67,93.26,0.00,IDLE,0,-1"
1778765473.3656385,34460,110.68,17.43,93.26,"34460,110.68,17.43,93.26,0.00,IDLE,0,-1"
1778765473.4643886,34560,110.93,17.67,93.26,"34560,110.93,17.67,93.26,0.00,IDLE,0,-1"
1778765473.5653636,34660,110.68,17.43,93.26,"34660,110.68,17.43,93.26,0.00,IDLE,0,-1"
1778765473.6654315,34760,110.44,17.18,93.26,"34760,110.44,17.18,93.26,0.00,IDLE,0,-1"
1778765473.7640765,34860,110.44,17.18,93.26,"34860,110.44,17.18,93.26,0.00,IDLE,0,-1"
1778765473.86442,34960,110.44,17.18,93.26,"34960,110.44,17.18,93.26,0.00,IDLE,0,-1"
1778765473.9658406,35060,110.44,17.18,93.26,"35060,110.44,17.18,93.26,0.00,IDLE,0,-1"
1778765474.064758,35160,110.44,17.18,93.26,"35160,110.44,17.18,93.26,0.00,IDLE,0,-1"
1778765474.1650655,35260,110.20,16.94,93.26,"35260,110.20,16.94,93.26,0.00,IDLE,0,-1"
1778765474.2649815,35360,110.20,16.94,93.26,"35360,110.20,16.94,93.26,0.00,IDLE,0,-1"
1778765474.364789,35460,110.20,16.94,93.26,"35460,110.20,16.94,93.26,0.00,IDLE,0,-1"
1778765474.465031,35560,110.20,16.94,93.26,"35560,110.20,16.94,93.26,0.00,IDLE,0,-1"
1778765474.565458,35660,109.95,16.70,93.26,"35660,109.95,16.70,93.26,0.00,IDLE,0,-1"
1778765474.6647227,35760,110.20,16.94,93.26,"35760,110.20,16.94,93.26,0.00,IDLE,0,-1"
1778765474.7652905,35860,109.95,16.70,93.26,"35860,109.95,16.70,93.26,0.00,IDLE,0,-1"
1778765474.8652816,35960,109.95,16.70,93.26,"35960,109.95,16.70,93.26,0.00,IDLE,0,-1"
1778765474.9643958,36060,109.95,16.70,93.26,"36060,109.95,16.70,93.26,0.00,IDLE,0,-1"
1778765475.0653641,36160,109.95,16.70,93.26,"36160,109.95,16.70,93.26,0.00,IDLE,0,-1"
1778765475.1648629,36260,108.00,14.74,93.26,"36260,108.00,14.74,93.26,0.00,IDLE,0,-1"
1778765475.264847,36360,105.55,12.30,93.26,"36360,105.55,12.30,93.26,0.00,IDLE,0,-1"
1778765475.3660748,36460,104.57,11.32,93.26,"36460,104.57,11.32,93.26,0.00,IDLE,0,-1"
1778765475.465429,36560,103.60,10.34,93.26,"36560,103.60,10.34,93.26,0.00,IDLE,0,-1"
1778765475.5647647,36660,103.35,10.10,93.26,"36660,103.35,10.10,93.26,0.00,IDLE,0,-1"
1778765475.6654315,36760,102.86,9.61,93.26,"36760,102.86,9.61,93.26,0.00,IDLE,0,-1"
1778765475.7655299,36860,102.86,9.61,93.26,"36860,102.86,9.61,93.26,0.00,IDLE,0,-1"
1778765475.8641934,36960,102.62,9.36,93.26,"36960,102.62,9.36,93.26,0.00,IDLE,0,-1"
1778765475.9653072,37060,102.38,9.12,93.26,"37060,102.38,9.12,93.26,0.00,IDLE,0,-1"
1778765476.0656548,37160,102.38,9.12,93.26,"37160,102.38,9.12,93.26,0.00,IDLE,0,-1"
1778765476.165268,37260,102.13,8.88,93.26,"37260,102.13,8.88,93.26,0.00,IDLE,0,-1"
1778765476.2653039,37360,102.13,8.88,93.26,"37360,102.13,8.88,93.26,0.00,IDLE,0,-1"
1778765476.3658435,37460,101.89,8.63,93.26,"37460,101.89,8.63,93.26,0.00,IDLE,0,-1"
1778765476.464835,37560,101.89,8.63,93.26,"37560,101.89,8.63,93.26,0.00,IDLE,0,-1"
1778765476.5648882,37660,101.64,8.39,93.26,"37660,101.64,8.39,93.26,0.00,IDLE,0,-1"
1778765476.6639683,37760,101.64,8.39,93.26,"37760,101.64,8.39,93.26,0.00,IDLE,0,-1"
1778765476.7647436,37860,101.64,8.39,93.26,"37860,101.64,8.39,93.26,0.00,IDLE,0,-1"
1778765476.865299,37960,100.42,7.17,93.26,"37960,100.42,7.17,93.26,0.00,IDLE,0,-1"
1778765476.9640064,38060,99.44,6.19,93.26,"38060,99.44,6.19,93.26,0.00,IDLE,0,-1"
1778765477.0645247,38160,98.47,5.21,93.26,"38160,98.47,5.21,93.26,0.00,IDLE,0,-1"
1778765477.164659,38260,97.73,4.48,93.26,"38260,97.73,4.48,93.26,0.00,IDLE,0,-1"
1778765477.2640357,38360,97.24,3.99,93.26,"38360,97.24,3.99,93.26,0.00,IDLE,0,-1"
1778765477.3641295,38460,97.00,3.74,93.26,"38460,97.00,3.74,93.26,0.00,IDLE,0,-1"
1778765477.4652953,38560,96.75,3.50,93.26,"38560,96.75,3.50,93.26,0.00,IDLE,0,-1"
1778765477.5642788,38660,96.51,3.26,93.26,"38660,96.51,3.26,93.26,0.00,IDLE,0,-1"
1778765477.664684,38760,96.51,3.26,93.26,"38760,96.51,3.26,93.26,0.00,IDLE,0,-1"
1778765477.7647877,38860,96.27,3.01,93.26,"38860,96.27,3.01,93.26,0.00,IDLE,0,-1"
1778765477.8644314,38960,96.27,3.01,93.26,"38960,96.27,3.01,93.26,0.00,IDLE,0,-1"
1778765477.9650602,39060,96.02,2.77,93.26,"39060,96.02,2.77,93.26,0.00,IDLE,0,-1"
1778765478.0647511,39160,96.02,2.77,93.26,"39160,96.02,2.77,93.26,0.00,IDLE,0,-1"
1778765478.16465,39260,96.02,2.77,93.26,"39260,96.02,2.77,93.26,0.00,IDLE,0,-1"
1778765478.264517,39360,95.78,2.52,93.26,"39360,95.78,2.52,93.26,0.00,IDLE,0,-1"
1778765478.3654222,39460,95.78,2.52,93.26,"39460,95.78,2.52,93.26,0.00,IDLE,0,-1"
1778765478.464375,39560,95.53,2.28,93.26,"39560,95.53,2.28,93.26,0.00,IDLE,0,-1"
1778765478.564815,39660,94.80,1.54,93.26,"39660,94.80,1.54,93.26,0.00,IDLE,0,-1"
1778765478.6655035,39760,93.33,0.08,93.26,"39760,93.33,0.08,93.26,0.00,IDLE,0,-1"
1778765478.7649767,39860,92.11,-1.14,93.26,"39860,92.11,-1.14,93.26,0.00,IDLE,0,-1"
1778765478.8646615,39960,91.38,-1.88,93.26,"39960,91.38,-1.88,93.26,0.00,IDLE,0,-1"
1778765478.965219,40060,91.13,-2.12,93.26,"40060,91.13,-2.12,93.26,0.00,IDLE,0,-1"
1778765479.064621,40160,90.65,-2.61,93.26,"40160,90.65,-2.61,93.26,0.00,IDLE,0,-1"
1778765479.1646605,40260,90.40,-2.85,93.26,"40260,90.40,-2.85,93.26,0.00,IDLE,0,-1"
1778765479.2648253,40360,90.40,-2.85,93.26,"40360,90.40,-2.85,93.26,0.00,IDLE,0,-1"
1778765479.3648734,40460,90.16,-3.10,93.26,"40460,90.16,-3.10,93.26,0.00,IDLE,0,-1"
1778765479.464705,40560,90.16,-3.10,93.26,"40560,90.16,-3.10,93.26,0.00,IDLE,0,-1"
1778765479.5653777,40660,89.67,-3.59,93.26,"40660,89.67,-3.59,93.26,0.00,IDLE,0,-1"
1778765479.6647227,40760,89.91,-3.34,93.26,"40760,89.91,-3.34,93.26,0.00,IDLE,0,-1"
1778765479.7651787,40860,89.67,-3.59,93.26,"40860,89.67,-3.59,93.26,0.00,IDLE,0,-1"
1778765479.8642507,40960,89.42,-3.83,93.26,"40960,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765479.9643388,41060,89.42,-3.83,93.26,"41060,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765480.065512,41160,89.42,-3.83,93.26,"41160,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765480.163894,41260,89.42,-3.83,93.26,"41260,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765480.2649674,41360,89.42,-3.83,93.26,"41360,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765480.3656778,41460,89.42,-3.83,93.26,"41460,89.42,-3.83,93.26,0.00,IDLE,0,-1"
1778765480.4639914,41560,89.18,-4.08,93.26,"41560,89.18,-4.08,93.26,0.00,IDLE,0,-1"
1778765480.5648017,41660,89.18,-4.08,93.26,"41660,89.18,-4.08,93.26,0.00,IDLE,0,-1"
1778765480.667142,41760,88.93,-4.32,93.26,"41760,88.93,-4.32,93.26,0.00,IDLE,0,-1"
1778765480.7646682,41860,88.93,-4.32,93.26,"41860,88.93,-4.32,93.26,0.00,IDLE,0,-1"
1778765480.8651597,41960,88.93,-4.32,93.26,"41960,88.93,-4.32,93.26,0.00,IDLE,0,-1"
1778765480.9655287,42060,88.93,-4.32,93.26,"42060,88.93,-4.32,93.26,0.00,IDLE,0,-1"
1778765481.0646405,42160,88.93,-4.32,93.26,"42160,88.93,-4.32,93.26,0.00,IDLE,0,-1"
1778765481.1642995,42260,88.69,-4.56,93.26,"42260,88.69,-4.56,93.26,0.00,IDLE,0,-1"
1778765481.2657278,42360,88.69,-4.56,93.26,"42360,88.69,-4.56,93.26,0.00,IDLE,0,-1"
1778765481.3647988,42460,88.69,-4.56,93.26,"42460,88.69,-4.56,93.26,0.00,IDLE,0,-1"
1778765481.4650636,42560,88.69,-4.56,93.26,"42560,88.69,-4.56,93.26,0.00,IDLE,0,-1"
1778765481.5654058,42660,88.69,-4.56,93.26,"42660,88.69,-4.56,93.26,0.00,IDLE,0,-1"
1778765481.6650233,42760,87.96,-5.30,93.26,"42760,87.96,-5.30,93.26,0.00,IDLE,0,-1"
1778765481.7644982,42860,86.00,-7.25,93.26,"42860,86.00,-7.25,93.26,0.00,IDLE,0,-1"
1778765481.865038,42960,82.58,-10.67,93.26,"42960,82.58,-10.67,93.26,0.00,IDLE,0,-1"
1778765481.96428,43060,79.16,-14.10,93.26,"43060,79.16,-14.10,93.26,0.00,IDLE,0,-1"
1778765482.065185,43160,75.25,-18.01,93.26,"43160,75.25,-18.01,93.26,0.00,IDLE,0,-1"
1778765482.1651886,43260,72.32,-20.94,93.26,"43260,72.32,-20.94,93.26,0.00,IDLE,0,-1"
1778765482.2649715,43360,71.34,-21.92,93.26,"43360,71.34,-21.92,93.26,0.00,IDLE,0,-1"
1778765482.364743,43460,71.09,-22.16,93.26,"43460,71.09,-22.16,93.26,0.00,IDLE,0,-1"
1778765482.4649322,43560,70.61,-22.65,93.26,"43560,70.61,-22.65,93.26,0.00,IDLE,0,-1"
1778765482.5646024,43660,70.36,-22.89,93.26,"43660,70.36,-22.89,93.26,0.00,IDLE,0,-1"
1778765482.6657617,43760,70.12,-23.14,93.26,"43760,70.12,-23.14,93.26,0.00,IDLE,0,-1"
1778765482.7661493,43860,70.12,-23.14,93.26,"43860,70.12,-23.14,93.26,0.00,IDLE,0,-1"
1778765482.86494,43960,69.87,-23.38,93.26,"43960,69.87,-23.38,93.26,0.00,IDLE,0,-1"
1778765482.9648926,44060,67.67,-25.58,93.26,"44060,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765483.0645032,44160,66.45,-26.80,93.26,"44160,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.1641276,44260,66.45,-26.80,93.26,"44260,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.2647054,44360,66.45,-26.80,93.26,"44360,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.3645282,44460,66.45,-26.80,93.26,"44460,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.4648335,44560,66.45,-26.80,93.26,"44560,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.5647755,44660,66.45,-26.80,93.26,"44660,66.45,-26.80,93.26,0.00,IDLE,0,-1"
1778765483.6642325,44760,65.96,-27.29,93.26,"44760,65.96,-27.29,93.26,0.00,IDLE,0,-1"
1778765483.764943,44860,66.21,-27.05,93.26,"44860,66.21,-27.05,93.26,0.00,IDLE,0,-1"
1778765483.864678,44960,66.21,-27.05,93.26,"44960,66.21,-27.05,93.26,0.00,IDLE,0,-1"
1778765483.9638677,45060,66.21,-27.05,93.26,"45060,66.21,-27.05,93.26,0.00,IDLE,0,-1"
1778765484.0642653,45160,66.21,-27.05,93.26,"45160,66.21,-27.05,93.26,0.00,IDLE,0,-1"
1778765484.1652038,45260,65.96,-27.29,93.26,"45260,65.96,-27.29,93.26,0.00,IDLE,0,-1"
1778765484.2642286,45360,65.72,-27.54,93.26,"45360,65.72,-27.54,93.26,0.00,IDLE,0,-1"
1778765484.3640919,45460,66.94,-26.31,93.26,"45460,66.94,-26.31,93.26,0.00,IDLE,0,-1"
1778765484.464831,45560,67.18,-26.07,93.26,"45560,67.18,-26.07,93.26,0.00,IDLE,0,-1"
1778765484.5644975,45660,67.18,-26.07,93.26,"45660,67.18,-26.07,93.26,0.00,IDLE,0,-1"
1778765484.6648893,45760,67.43,-25.83,93.26,"45760,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765484.764807,45860,67.18,-26.07,93.26,"45860,67.18,-26.07,93.26,0.00,IDLE,0,-1"
1778765484.8648903,45960,66.94,-26.31,93.26,"45960,66.94,-26.31,93.26,0.00,IDLE,0,-1"
1778765484.9651306,46060,67.18,-26.07,93.26,"46060,67.18,-26.07,93.26,0.00,IDLE,0,-1"
1778765485.0648756,46160,67.43,-25.83,93.26,"46160,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.1645575,46260,67.43,-25.83,93.26,"46260,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.2649672,46360,67.43,-25.83,93.26,"46360,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.3650892,46460,67.43,-25.83,93.26,"46460,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.4644928,46560,67.43,-25.83,93.26,"46560,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.5646343,46660,67.67,-25.58,93.26,"46660,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765485.664812,46760,67.43,-25.83,93.26,"46760,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.7641668,46860,67.43,-25.83,93.26,"46860,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.865262,46960,67.43,-25.83,93.26,"46960,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765485.9654293,47060,67.43,-25.83,93.26,"47060,67.43,-25.83,93.26,0.00,IDLE,0,-1"
1778765486.0649507,47160,67.67,-25.58,93.26,"47160,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.165087,47260,67.67,-25.58,93.26,"47260,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.2648845,47360,67.67,-25.58,93.26,"47360,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.3646822,47460,67.67,-25.58,93.26,"47460,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.4652574,47560,67.67,-25.58,93.26,"47560,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.5650547,47660,67.67,-25.58,93.26,"47660,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.664842,47760,67.67,-25.58,93.26,"47760,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.7660313,47860,67.67,-25.58,93.26,"47860,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765486.8646703,47960,67.92,-25.34,93.26,"47960,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765486.9644246,48060,68.16,-25.09,93.26,"48060,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.0654192,48160,67.67,-25.58,93.26,"48160,67.67,-25.58,93.26,0.00,IDLE,0,-1"
1778765487.1641018,48260,67.92,-25.34,93.26,"48260,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765487.2650466,48360,67.92,-25.34,93.26,"48360,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765487.3645074,48460,68.16,-25.09,93.26,"48460,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.4643068,48560,68.16,-25.09,93.26,"48560,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.5644507,48660,68.16,-25.09,93.26,"48660,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.6651726,48760,68.16,-25.09,93.26,"48760,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.764791,48860,68.16,-25.09,93.26,"48860,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.864907,48960,68.16,-25.09,93.26,"48960,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765487.9647334,49060,68.16,-25.09,93.26,"49060,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.0643551,49160,68.16,-25.09,93.26,"49160,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.1644907,49260,68.16,-25.09,93.26,"49260,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.2660475,49360,68.41,-24.85,93.26,"49360,68.41,-24.85,93.26,0.00,IDLE,0,-1"
1778765488.3642917,49460,68.16,-25.09,93.26,"49460,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.465316,49560,68.16,-25.09,93.26,"49560,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.5657399,49660,68.16,-25.09,93.26,"49660,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.6643682,49760,68.16,-25.09,93.26,"49760,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.765032,49860,68.16,-25.09,93.26,"49860,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.865621,49960,68.16,-25.09,93.26,"49960,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765488.9646688,50060,68.16,-25.09,93.26,"50060,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765489.064854,50160,68.16,-25.09,93.26,"50160,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765489.1653204,50260,68.41,-24.85,93.26,"50260,68.41,-24.85,93.26,0.00,IDLE,0,-1"
1778765489.2647142,50360,68.16,-25.09,93.26,"50360,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765489.3647683,50460,68.41,-24.85,93.26,"50460,68.41,-24.85,93.26,0.00,IDLE,0,-1"
1778765489.464556,50560,67.92,-25.34,93.26,"50560,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765489.5641868,50660,68.16,-25.09,93.26,"50660,68.16,-25.09,93.26,0.00,IDLE,0,-1"
1778765489.6661947,50760,67.92,-25.34,93.26,"50760,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765489.7642012,50860,67.92,-25.34,93.26,"50860,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765489.8649435,50960,67.92,-25.34,93.26,"50960,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765489.96458,51060,67.92,-25.34,93.26,"51060,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765490.0644011,51160,67.92,-25.34,93.26,"51160,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765490.165304,51260,67.92,-25.34,93.26,"51260,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765490.2653139,51360,67.92,-25.34,93.26,"51360,67.92,-25.34,93.26,0.00,IDLE,0,-1"
1778765490.364368,51460,67.92,-25.34,93.26,"51460,67.92,-25.34,93.26,0.00,IDLE,0,-1"
