pc_time_s,timestamp_ms,P_abs,P_g,P_atm,raw_line
1778765451.0645335,12160,113.13,19.87,93.26,"12160,113.13,19.87,93.26,0.00,IDLE,0,-1"
1778765451.1652164,12260,113.13,19.87,93.26,"12260,113.13,19.87,93.26,0.00,IDLE,0,-1"
1778765451.265373,12360,113.37,20.12,93.26,"12360,113.37,20.12,93.26,0.00,IDLE,0,-1"
1778765451.3647685,12460,114.59,21.34,93.26,"12460,114.59,21.34,93.26,0.00,IDLE,0,-1"
1778765451.465387,12560,116.55,23.29,93.26,"12560,116.55,23.29,93.26,0.00,IDLE,0,-1"
1778765451.5661194,12660,120.95,27.69,93.26,"12660,120.95,27.69,93.26,0.00,IDLE,0,-1"
1778765451.6651113,12760,122.66,29.40,93.26,"12760,122.66,29.40,93.26,0.00,IDLE,0,-1"
1778765451.7653372,12860,123.39,30.14,93.26,"12860,123.39,30.14,93.26,0.00,IDLE,0,-1"
1778765451.8650572,12960,123.88,30.63,93.26,"12960,123.88,30.63,93.26,0.00,IDLE,0,-1"
1778765451.9647973,13060,123.88,30.63,93.26,"13060,123.88,30.63,93.26,0.00,IDLE,0,-1"
1778765452.0645702,13160,124.13,30.87,93.26,"13160,124.13,30.87,93.26,0.00,IDLE,0,-1"
1778765452.166008,13260,124.37,31.11,93.26,"13260,124.37,31.11,93.26,0.00,IDLE,0,-1"
1778765452.2646213,13360,126.81,33.56,93.26,"13360,126.81,33.56,93.26,0.00,IDLE,0,-1"
1778765452.365084,13460,136.34,43.09,93.26,"13460,136.34,43.09,93.26,0.00,IDLE,0,-1"
1778765452.4662838,13560,143.19,49.93,93.26,"13560,143.19,49.93,93.26,0.00,IDLE,0,-1"
1778765452.5652745,13660,144.90,51.64,93.26,"13660,144.90,51.64,93.26,0.00,IDLE,0,-1"
1778765452.6650171,13760,145.39,52.13,93.26,"13760,145.39,52.13,93.26,0.00,IDLE,0,-1"
1778765452.76539,13860,145.63,52.38,93.26,"13860,145.63,52.38,93.26,0.00,IDLE,0,-1"
1778765452.865099,13960,145.87,52.62,93.26,"13960,145.87,52.62,93.26,0.00,IDLE,0,-1"
1778765452.9654036,14060,145.63,52.38,93.26,"14060,145.63,52.38,93.26,0.00,IDLE,0,-1"
1778765453.0656745,14160,145.87,52.62,93.26,"14160,145.87,52.62,93.26,0.00,IDLE,0,-1"
1778765453.1651108,14260,145.87,52.62,93.26,"14260,145.87,52.62,93.26,0.00,IDLE,0,-1"
1778765453.2649639,14360,146.61,53.35,93.26,"14360,146.61,53.35,93.26,0.00,IDLE,0,-1"
1778765453.3656387,14460,151.74,58.48,93.26,"14460,151.74,58.48,93.26,0.00,IDLE,0,-1"
1778765453.4653747,14560,162.00,68.75,93.26,"14560,162.00,68.75,93.26,0.00,IDLE,0,-1"
1778765453.5648954,14660,171.05,77.79,93.26,"14660,171.05,77.79,93.26,0.00,IDLE,0,-1"
1778765453.6659975,14760,185.71,92.45,93.26,"14760,185.71,92.45,93.26,0.00,IDLE,0,-1"
1778765453.7658622,14860,194.02,100.76,93.26,"14860,194.02,100.76,93.26,0.00,IDLE,0,-1"
1778765453.8659303,14960,194.26,101.01,93.26,"14960,194.26,101.01,93.26,0.00,IDLE,0,-1"
1778765453.9662254,15060,194.51,101.25,93.26,"15060,194.51,101.25,93.26,0.00,IDLE,0,-1"
1778765454.0649955,15160,194.26,101.01,93.26,"15160,194.26,101.01,93.26,0.00,IDLE,0,-1"
1778765454.1651397,15260,194.02,100.76,93.26,"15260,194.02,100.76,93.26,0.00,IDLE,0,-1"
1778765454.2651072,15360,194.02,100.76,93.26,"15360,194.02,100.76,93.26,0.00,IDLE,0,-1"
1778765454.3662057,15460,194.02,100.76,93.26,"15460,194.02,100.76,93.26,0.00,IDLE,0,-1"
1778765454.4655004,15560,193.77,100.52,93.26,"15560,193.77,100.52,93.26,0.00,IDLE,0,-1"
1778765454.5648375,15660,194.26,101.01,93.26,"15660,194.26,101.01,93.26,0.00,IDLE,0,-1"
1778765454.6653156,15760,206.48,113.23,93.26,"15760,206.48,113.23,93.26,0.00,IDLE,0,-1"
1778765454.7658565,15860,222.37,129.11,93.26,"15860,222.37,129.11,93.26,0.00,IDLE,0,-1"
1778765454.8645568,15960,228.23,134.98,93.26,"15960,228.23,134.98,93.26,0.00,IDLE,0,-1"
1778765454.9654884,16060,228.72,135.46,93.26,"16060,228.72,135.46,93.26,0.00,IDLE,0,-1"
1778765455.0653644,16160,228.23,134.98,93.26,"16160,228.23,134.98,93.26,0.00,IDLE,0,-1"
1778765455.1646101,16260,228.23,134.98,93.26,"16260,228.23,134.98,93.26,0.00,IDLE,0,-1"
1778765455.2654366,16360,227.99,134.73,93.26,"16360,227.99,134.73,93.26,0.00,IDLE,0,-1"
1778765455.3651955,16460,229.21,135.95,93.26,"16460,229.21,135.95,93.26,0.00,IDLE,0,-1"
1778765455.4645875,16560,241.67,148.42,93.26,"16560,241.67,148.42,93.26,0.00,IDLE,0,-1"
1778765455.5653582,16660,243.38,150.13,93.26,"16660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765455.665474,16760,243.14,149.88,93.26,"16760,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765455.7652216,16860,243.38,150.13,93.26,"16860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765455.865413,16960,243.38,150.13,93.26,"16960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765455.9657536,17060,243.38,150.13,93.26,"17060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.0649476,17160,243.63,150.37,93.26,"17160,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765456.1648715,17260,243.38,150.13,93.26,"17260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.265923,17360,243.38,150.13,93.26,"17360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.3647125,17460,243.14,149.88,93.26,"17460,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765456.464958,17560,243.38,150.13,93.26,"17560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.565985,17660,243.38,150.13,93.26,"17660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.6655328,17760,243.38,150.13,93.26,"17760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.765602,17860,243.38,150.13,93.26,"17860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765456.865237,17960,243.63,150.37,93.26,"17960,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765456.9648187,18060,243.38,150.13,93.26,"18060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.0657659,18160,243.63,150.37,93.26,"18160,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765457.1652684,18260,243.14,149.88,93.26,"18260,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765457.264871,18360,243.38,150.13,93.26,"18360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.3658338,18460,243.38,150.13,93.26,"18460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.4644532,18560,243.38,150.13,93.26,"18560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.5658453,18660,243.38,150.13,93.26,"18660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.6656485,18760,243.38,150.13,93.26,"18760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765457.7644854,18860,243.63,150.37,93.26,"18860,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765457.8653858,18960,243.14,149.88,93.26,"18960,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765457.965367,19060,243.38,150.13,93.26,"19060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.065353,19160,243.14,149.88,93.26,"19160,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765458.1653872,19260,243.38,150.13,93.26,"19260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.265527,19360,243.38,150.13,93.26,"19360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.3653572,19460,243.38,150.13,93.26,"19460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.4659212,19560,243.38,150.13,93.26,"19560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.565549,19660,243.63,150.37,93.26,"19660,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765458.664786,19760,243.38,150.13,93.26,"19760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765458.7646632,19860,243.63,150.37,93.26,"19860,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765458.865006,19960,243.63,150.37,93.26,"19960,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765458.9650588,20060,243.14,149.88,93.26,"20060,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765459.064981,20160,243.38,150.13,93.26,"20160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.1656716,20260,243.38,150.13,93.26,"20260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.265117,20360,243.38,150.13,93.26,"20360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.3653789,20460,243.38,150.13,93.26,"20460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.4658043,20560,243.38,150.13,93.26,"20560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.5649664,20660,243.63,150.37,93.26,"20660,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765459.6654205,20760,243.63,150.37,93.26,"20760,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765459.7658103,20860,243.38,150.13,93.26,"20860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.865617,20960,243.38,150.13,93.26,"20960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765459.9653306,21060,243.38,150.13,93.26,"21060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.0664895,21160,243.38,150.13,93.26,"21160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.1646557,21260,243.38,150.13,93.26,"21260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.2655458,21360,243.38,150.13,93.26,"21360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.3660717,21460,243.38,150.13,93.26,"21460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.4655633,21560,243.63,150.37,93.26,"21560,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765460.5660737,21660,243.38,150.13,93.26,"21660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.6646588,21760,243.63,150.37,93.26,"21760,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765460.765371,21860,243.38,150.13,93.26,"21860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.8658628,21960,243.38,150.13,93.26,"21960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765460.965023,22060,243.38,150.13,93.26,"22060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.064656,22160,243.38,150.13,93.26,"22160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.1654348,22260,243.38,150.13,93.26,"22260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.2651691,22360,243.38,150.13,93.26,"22360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.365143,22460,243.38,150.13,93.26,"22460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.4655185,22560,243.38,150.13,93.26,"22560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.56431,22660,243.63,150.37,93.26,"22660,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765461.6654286,22760,243.38,150.13,93.26,"22760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.7659278,22860,243.38,150.13,93.26,"22860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.8643045,22960,243.38,150.13,93.26,"22960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765461.965155,23060,243.38,150.13,93.26,"23060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.0657408,23160,243.14,149.88,93.26,"23160,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765462.164904,23260,243.63,150.37,93.26,"23260,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765462.2646527,23360,243.38,150.13,93.26,"23360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.3655896,23460,243.38,150.13,93.26,"23460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.464691,23560,243.63,150.37,93.26,"23560,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765462.5647113,23660,243.38,150.13,93.26,"23660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.6657596,23760,243.38,150.13,93.26,"23760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.765407,23860,243.38,150.13,93.26,"23860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.865552,23960,243.38,150.13,93.26,"23960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765462.965798,24060,243.63,150.37,93.26,"24060,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765463.0651963,24160,243.14,149.88,93.26,"24160,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765463.1653152,24260,243.38,150.13,93.26,"24260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.2659595,24360,243.38,150.13,93.26,"24360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.364451,24460,243.38,150.13,93.26,"24460,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.4648988,24560,243.38,150.13,93.26,"24560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.5654104,24660,243.38,150.13,93.26,"24660,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.6645522,24760,243.38,150.13,93.26,"24760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.7649856,24860,243.38,150.13,93.26,"24860,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.8640761,24960,243.38,150.13,93.26,"24960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765463.9644783,25060,243.38,150.13,93.26,"25060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.0656867,25160,243.38,150.13,93.26,"25160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.1647723,25260,243.38,150.13,93.26,"25260,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.2648184,25360,243.38,150.13,93.26,"25360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.3659785,25460,243.14,149.88,93.26,"25460,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765464.464775,25560,243.38,150.13,93.26,"25560,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.565112,25660,243.63,150.37,93.26,"25660,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765464.665143,25760,243.38,150.13,93.26,"25760,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.7654057,25860,243.14,149.88,93.26,"25860,243.14,149.88,93.26,0.00,IDLE,0,-1"
1778765464.8649838,25960,243.38,150.13,93.26,"25960,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765464.9654262,26060,243.38,150.13,93.26,"26060,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.0653138,26160,243.38,150.13,93.26,"26160,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.1657462,26260,243.63,150.37,93.26,"26260,243.63,150.37,93.26,0.00,IDLE,0,-1"
1778765465.2650816,26360,243.38,150.13,93.26,"26360,243.38,150.13,93.26,0.00,IDLE,0,-1"
1778765465.365031,26460,243.38,150.13,93.26,"26460,243.38,150.13,93.26,0.00,IDLE,0,-1"
