time_s,state,P_g,P_g_smooth,rampTarget_g,rampHold,Height_yellow_px,Height_yellow_px_smooth,compression_pct,compression_pct_smooth
10.156,RAMP_PRE,-0.15,1.41,0,1,,,,
10.306,RAMP_PRE,1.36,0.859090909,0,1,225,224.9092209,-0.134318616,-0.093918152
10.457,RAMP_PRE,0.35,0.399090909,0,1,225,225.106951,-0.134318616,-0.181916259
10.605,RAMP_PRE,0.35,-0.014545455,0,1,225,225.1428571,-0.134318616,-0.197895961
10.757,RAMP_PRE,-0.66,-0.336363636,0,1,224,225.2001813,0.3107228,-0.223407603
10.905,RAMP_PRE,-1.16,-0.52,0,1,226,225.4988093,-0.579360032,-0.356309398
11.057,RAMP_PRE,-1.16,-0.611818182,0,1,225,225.1964996,-0.134318616,-0.221769066
11.205,RAMP_PRE,-1.67,-0.840909091,0,1,225.186859,225.2990614,-0.217478614,-0.267413306
11.425,RAMP_PRE,-0.66,-1.024545455,0,1,223.9822142,225.2848673,0.318638226,-0.261096381
11.533,RAMP_PRE,-1.16,-1.161818182,0,1,223,224.9088173,0.755764217,-0.093738555
11.657,RAMP_PRE,-1.16,-1.07,0,1,227,225.1590191,-1.024401448,-0.205088707
11.805,RAMP_PRE,-1.16,-1.07,0,1,227,225.0556303,-1.024401448,-0.159076408
11.967,RAMP_PRE,-1.16,-0.978181818,0,1,222,224.3785709,1.200805633,0.142243064
12.106,RAMP_PRE,-1.67,-0.886363636,0,1,227,224.9047619,-1.024401448,-0.091933719
12.329,RAMP_PRE,-1.16,-0.84,0,1,221,224.9047619,1.645847049,-0.091933719
12.405,RAMP_PRE,0.35,-0.794545455,0,1,221,225.2659901,1.645847049,-0.252695216
12.557,RAMP_PRE,-1.16,-0.749090909,0,1,227,225.8220239,-1.024401448,-0.500153313
12.706,RAMP_PRE,-0.15,-0.749090909,0,1,227,225.6717011,-1.024401448,-0.433253423
12.856,RAMP_PRE,-0.66,-0.749090909,0,1,227,226.0137606,-1.024401448,-0.585484061
13.007,RAMP_PRE,-0.15,-0.749090909,0,1,226.7286044,226.3204097,-0.903619162,-0.721955633
13.157,RAMP_PRE,-0.66,-0.703636364,0,1,226,226.169078,-0.579360032,-0.65460675
13.307,RAMP_PRE,-0.66,-0.795454545,0,1,225,225.8926354,-0.134318616,-0.531578359
13.457,RAMP_PRE,-1.16,-0.75,0,1,225.8052939,225.6759384,-0.492707759,-0.435139192
13.607,RAMP_PRE,-1.16,-0.75,0,1,226,225.6190476,-0.579360032,-0.409820445
13.758,RAMP_PRE,-1.67,-0.75,0,1,225,225.4761905,-0.134318616,-0.346243099
13.907,RAMP_PRE,-0.66,-0.841818182,0,1,226,225.4761905,-0.579360032,-0.346243099
14.057,RAMP_PRE,-0.66,-0.887272727,0,1,226,225.3563258,-0.579360032,-0.292898352
14.208,RAMP_PRE,-0.66,-0.840909091,0,1,225,225.2380952,-0.134318616,-0.240280858
14.357,RAMP_PRE,-0.15,-0.795454545,0,1,225,225.2380952,-0.134318616,-0.240280858
14.508,RAMP_PRE,-0.66,-0.703636364,0,1,225,225.0917979,-0.134318616,-0.175172505
14.658,RAMP_PRE,-1.16,-0.611818182,0,1,225,225.0119147,-0.134318616,-0.13962116
14.807,RAMP_PRE,-1.16,-0.52,0,1,225,225.0952381,-0.134318616,-0.176703512
14.957,RAMP_PRE,-0.15,-0.52,0,1,225,225.0952381,-0.134318616,-0.176703512
15.108,RAMP_PRE,-0.66,-0.428181818,0,1,225,225.0952381,-0.134318616,-0.176703512
15.326,RAMP_PRE,-0.15,-0.474545455,10,0,225,224.9609876,-0.134318616,-0.116956474
15.407,RAMP_PRE,-0.66,-0.428181818,10,0,225,224.3889537,-0.134318616,0.137622302
15.555,RAMP_PRE,0.35,-0.336363636,10,0,225,223.7619048,-0.134318616,0.416685042
15.708,RAMP_PRE,-0.66,-0.290909091,10,0,225,223.525344,-0.134318616,0.521964358
15.856,RAMP_PRE,0.35,-0.337272727,10,0,218,223,2.980971297,0.755764217
16.008,RAMP_PRE,-0.66,-0.245454545,10,0,223.9633286,222.2945127,0.327043105,1.06973527
16.155,RAMP_PRE,-0.15,-0.245454545,10,0,225,221.2953398,-0.134318616,1.514408626
16.308,RAMP_PRE,-0.15,-0.199090909,10,0,225,221.0692788,-0.134318616,1.61501513
16.457,RAMP_PRE,-0.66,-0.244545455,10,0,217,222.1215386,3.426012713,1.1467159
16.607,RAMP_PRE,-0.66,-0.152727273,10,0,219,222.212258,2.535929881,1.106342033
16.758,RAMP_PRE,0.35,-0.198181818,10,0,225,222.6758163,-0.134318616,0.900039393
16.908,RAMP_PRE,-0.15,-0.151818182,10,0,225,222.7619048,-0.134318616,0.861726458
17.056,RAMP_PRE,-0.15,-0.151818182,10,0,224,223.6295798,0.3107228,0.475575134
17.208,RAMP_PRE,-0.15,-0.243636364,10,0,224.2756329,224.3464587,0.188054746,0.156534326
17.357,RAMP_PRE,0.35,-0.197272727,10,0,225,224.4967816,-0.134318616,0.089634436
17.507,RAMP_PRE,-0.15,-0.197272727,10,0,223,224.6771789,0.755764217,0.009350135
17.658,RAMP_PRE,-0.15,-0.150909091,10,0,225.4285936,224.9818601,-0.325060519,-0.126245615
17.807,RAMP_PRE,-0.15,-0.105454545,10,0,226,225.1888719,-0.579360032,-0.218374454
17.958,RAMP_PRE,-1.16,-0.06,10,0,226,225.3967108,-0.579360032,-0.310871352
18.108,RAMP_PRE,-0.15,-0.014545455,10,0,226,225.6993742,-0.579360032,-0.445569117
18.257,RAMP_PRE,-0.66,0.031818182,10,0,226,225.6428472,-0.579360032,-0.420412236
18.407,RAMP_PRE,0.86,0.123636364,10,0,225.3218247,225.4915155,-0.27754395,-0.353063353
18.558,RAMP_PRE,0.35,0.307272727,10,0,225,225.3391749,-0.134318616,-0.285265478
18.707,RAMP_PRE,0.35,0.490909091,10,0,225,225.0443707,-0.134318616,-0.154065422
18.858,RAMP_PRE,0.35,0.812727273,10,0,225,224.7396895,-0.134318616,-0.018469672
19.008,RAMP_PRE,0.86,1.088181818,10,0,225,224.4370261,-0.134318616,0.116228093
19.159,RAMP_PRE,0.86,1.456363636,10,0,224,224.1323449,0.3107228,0.251823843
19.307,RAMP_PRE,1.87,1.778181818,10,0,224,223.7029564,0.3107228,0.442919506
19.459,RAMP_PRE,1.87,2.146363636,10,0,223,223.1016551,0.755764217,0.710523498
19.607,RAMP_PRE,2.38,2.79,10,0,223,222.4043086,0.755764217,1.020871582
19.758,RAMP_PRE,2.88,3.525454545,10,0,222,221.6282695,1.200805633,1.366241085
19.907,RAMP_PRE,3.39,4.352727273,10,0,221,220.7481342,1.645847049,1.757937753
20.058,RAMP_PRE,4.4,5.225454545,10,0,220,219.955146,2.090888465,2.11085033
20.208,RAMP_PRE,4.4,5.960909091,10,0,219,219.0869155,2.535929881,2.497248887
20.358,RAMP_PRE,7.43,6.696363636,10,0,218,218.3784912,2.980971297,2.812527023
20.648,RAMP_PRE,8.44,7.385454545,10,1,217,217.4612392,3.426012713,3.220742184
20.67,RAMP_PRE,9.96,8.029090909,10,1,217,217.4168485,3.426012713,3.240497857
20.807,RAMP_PRE,10.46,8.671818182,10,1,217,217.2130651,3.426012713,3.331189919
20.957,RAMP_PRE,9.96,9.177272727,10,1,217,216.9329906,3.426012713,3.455834684
21.107,RAMP_PRE,9.96,9.82,10,1,217,216.7199255,3.426012713,3.550657478
21.258,RAMP_PRE,9.96,10.18727273,10,1,217,216.5675849,3.426012713,3.618455353
21.408,RAMP_PRE,9.96,10.50909091,10,1,216,216.4162532,3.871054129,3.685804235
21.558,RAMP_PRE,10.46,10.64636364,10,1,216,216.2649214,3.871054129,3.753153118
21.706,RAMP_PRE,9.96,10.83090909,10,1,216,216.1156075,3.871054129,3.819604015
21.859,RAMP_PRE,11.47,10.96818182,10,1,216,216,3.871054129,3.871054129
22.007,RAMP_PRE,11.47,11.06,10,1,216,216,3.871054129,3.871054129
22.286,RAMP_PRE,11.98,11.19727273,10,1,216,216,3.871054129,3.871054129
22.306,RAMP_PRE,11.47,11.33454545,10,1,216,216,3.871054129,3.871054129
22.471,RAMP_PRE,12.49,11.47272727,10,1,216,216,3.871054129,3.871054129
22.708,RAMP_PRE,11.47,11.61,10,1,216,216,3.871054129,3.871054129
22.881,RAMP_PRE,10.97,11.56454545,10,1,216,216,3.871054129,3.871054129
22.971,RAMP_PRE,11.47,11.51909091,10,1,216,216,3.871054129,3.871054129
23.057,RAMP_PRE,11.47,11.42727273,10,1,216,216,3.871054129,3.871054129
23.206,RAMP_PRE,11.98,11.52,10,1,216,216,3.871054129,3.871054129
23.357,RAMP_PRE,11.47,11.38181818,10,1,216,216,3.871054129,3.871054129
23.507,RAMP_PRE,10.97,11.33636364,10,1,216,216,3.871054129,3.871054129
23.657,RAMP_PRE,10.97,11.33636364,10,1,216,216,3.871054129,3.871054129
23.807,RAMP_PRE,10.97,11.33636364,10,1,216,216,3.871054129,3.871054129
23.957,RAMP_PRE,12.49,11.33636364,10,1,216,216,3.871054129,3.871054129
24.107,RAMP_PRE,10.97,11.38272727,10,1,216,216,3.871054129,3.871054129
24.257,RAMP_PRE,10.97,11.33727273,10,1,216,216,3.871054129,3.871054129
24.407,RAMP_PRE,10.97,11.33727273,10,1,216,216,3.871054129,3.871054129
24.556,RAMP_PRE,11.47,11.38272727,10,1,216,216,3.871054129,3.871054129
24.707,RAMP_PRE,11.47,11.38272727,10,1,216,216,3.871054129,3.871054129
24.857,RAMP_PRE,12.49,11.24454545,10,1,216,216,3.871054129,3.871054129
25.008,RAMP_PRE,10.97,11.24454545,10,1,216,216,3.871054129,3.871054129
25.158,RAMP_PRE,10.97,11.24454545,10,1,216,216,3.871054129,3.871054129
25.309,RAMP_PRE,11.47,11.24454545,10,1,216,216,3.871054129,3.871054129
25.458,RAMP_PRE,10.97,11.19909091,10,1,216,215.9493444,3.871054129,3.893597988
25.609,RAMP_PRE,10.97,11.19909091,10,1,216,215.7970038,3.871054129,3.961395863
25.758,RAMP_PRE,10.97,11.19909091,10,1,216,215.5790761,3.871054129,4.058382687
25.968,RAMP_PRE,10.97,11.38272727,20,0,215,215.0187353,4.316095545,4.307757582
26.057,RAMP_PRE,10.97,11.65818182,20,0,215,214.7493648,4.316095545,4.427638593
26.207,RAMP_PRE,10.97,11.98,20,0,214.0675874,214.0637113,4.731057749,4.732782796
26.358,RAMP_PRE,11.47,12.48545455,20,0,213,213.1466212,5.206178377,5.14092589
26.507,RAMP_PRE,12.49,13.22090909,20,0,213,212.2033301,5.206178377,5.560729492
26.657,RAMP_PRE,12.99,14.00181818,20,0,211,211.1778964,6.096261209,6.017089953
26.807,RAMP_PRE,14,14.78272727,20,0,209.355723,210.2444923,6.828032557,6.432493428
26.959,RAMP_PRE,15.01,15.61,20,0,209,209.4608057,6.986344041,6.781266408
27.209,RAMP_PRE,16.53,16.43727273,20,0,208,208.3978617,7.431385458,7.254320527
27.317,RAMP_PRE,19.06,17.26454545,20,1,208,208.0524417,7.431385458,7.40804671
27.406,RAMP_PRE,19.56,17.95363636,20,1,208,207.8728614,7.431385458,7.487967384
27.557,RAMP_PRE,19.56,18.68909091,20,1,208,207.5936139,7.431385458,7.61224409
27.706,RAMP_PRE,20.07,19.33272727,20,1,207,207.4432911,7.876426874,7.67914398
27.858,RAMP_PRE,20.07,19.88454545,20,1,207,207.2899416,7.876426874,7.747390847
28.006,RAMP_PRE,20.57,20.34363636,20,1,207,207.1406277,7.876426874,7.813841745
28.157,RAMP_PRE,20.07,20.57272727,20,1,207,207,7.876426874,7.876426874
28.308,RAMP_PRE,21.08,20.71090909,20,1,207,207,7.876426874,7.876426874
28.457,RAMP_PRE,21.08,20.89454545,20,1,207,207,7.876426874,7.876426874
28.608,RAMP_PRE,21.08,20.98636364,20,1,207,207,7.876426874,7.876426874
28.895,RAMP_PRE,21.58,21.12363636,20,1,207,207,7.876426874,7.876426874
29.047,RAMP_PRE,21.58,21.12363636,20,1,207,207,7.876426874,7.876426874
29.058,RAMP_PRE,21.08,21.21545455,20,1,207,207,7.876426874,7.876426874
29.208,RAMP_PRE,21.58,21.21545455,20,1,207,207,7.876426874,7.876426874
29.358,RAMP_PRE,21.08,21.26090909,20,1,207,207,7.876426874,7.876426874
29.508,RAMP_PRE,21.58,21.21454545,20,1,207,207,7.876426874,7.876426874
29.659,RAMP_PRE,20.57,21.16909091,20,1,207,207,7.876426874,7.876426874
29.808,RAMP_PRE,21.08,21.07727273,20,1,207,207,7.876426874,7.876426874
29.958,RAMP_PRE,21.08,21.07727273,20,1,207,207,7.876426874,7.876426874
30.107,RAMP_PRE,21.58,20.98545455,20,1,207,207,7.876426874,7.876426874
30.258,RAMP_PRE,20.57,20.98545455,20,1,207,207,7.876426874,7.876426874
30.407,RAMP_PRE,21.08,20.89363636,20,1,207,207,7.876426874,7.876426874
30.559,RAMP_PRE,20.57,20.89363636,20,1,207,207,7.876426874,7.876426874
30.708,RAMP_PRE,21.08,20.84727273,20,1,207,207,7.876426874,7.876426874
30.859,RAMP_PRE,20.57,20.80090909,20,1,207,207,7.876426874,7.876426874
31.008,RAMP_PRE,21.08,20.70909091,20,1,207,207,7.876426874,7.876426874
31.159,RAMP_PRE,20.57,20.75545455,20,1,207,207,7.876426874,7.876426874
31.307,RAMP_PRE,20.57,20.70909091,20,1,207,207,7.876426874,7.876426874
31.459,RAMP_PRE,20.57,20.70909091,20,1,207,207,7.876426874,7.876426874
31.609,RAMP_PRE,20.57,20.70909091,20,1,207,206.9342112,7.876426874,7.905705621
31.758,RAMP_PRE,20.57,20.80090909,20,1,207,206.7582529,7.876426874,7.984014354
32.044,RAMP_PRE,21.08,20.89272727,30,0,206.4023332,205.0580317,8.14241335,8.740683197
32.058,RAMP_PRE,20.57,21.16909091,30,0,206.105723,204.9450373,8.27441716,8.790970363
32.208,RAMP_PRE,20.57,21.53727273,30,0,205.9277569,203.6322652,8.353619446,9.375208335
32.358,RAMP_PRE,21.08,22.08909091,30,0,200.7497908,202.0117952,10.65802881,10.0963846
32.508,RAMP_PRE,21.58,22.82454545,30,0,199,200.2791379,11.4367582,10.86748884
32.659,RAMP_PRE,22.09,23.60636364,30,0,198,198.5462889,11.88179962,11.63867845
32.809,RAMP_PRE,23.61,24.43363636,30,0,196,196.94986,12.77188245,12.34915539
32.959,RAMP_PRE,24.62,25.35272727,30,0,195.01674,196.0992238,13.20947388,12.72772375
33.226,RAMP_PRE,26.64,26.31818182,30,0,195,194.9561848,13.21692387,13.23642344
33.304,RAMP_PRE,28.66,27.28272727,30,1,195,194.7816589,13.21692387,13.31409472
33.409,RAMP_PRE,29.17,28.24818182,30,1,195,194.5697944,13.21692387,13.40838316
33.558,RAMP_PRE,30.18,29.12090909,30,1,194,194.3964791,13.66196528,13.48551564
33.709,RAMP_PRE,30.68,29.90181818,30,1,194,194.2917576,13.66196528,13.53212107
33.859,RAMP_PRE,31.19,30.54454545,30,1,194,194.1404259,13.66196528,13.59946995
34.009,RAMP_PRE,31.69,30.91181818,30,1,194,194,13.66196528,13.66196528
34.303,RAMP_PRE,32.2,31.09545455,30,0,194,194,13.66196528,13.66196528
34.448,RAMP_PRE,31.69,31.27909091,30,1,194,194,13.66196528,13.66196528
34.459,RAMP_PRE,32.2,31.41636364,30,1,194,194,13.66196528,13.66196528
34.609,RAMP_PRE,31.69,31.46272727,30,1,194,194,13.66196528,13.66196528
34.76,RAMP_PRE,30.68,31.46272727,30,1,194,194,13.66196528,13.66196528
34.909,RAMP_PRE,30.68,31.27909091,30,1,194,194,13.66196528,13.66196528
35.059,RAMP_PRE,31.19,31.14090909,30,1,194,194,13.66196528,13.66196528
35.209,RAMP_PRE,31.69,31.09545455,30,1,194,194,13.66196528,13.66196528
35.359,RAMP_PRE,31.19,31.00363636,30,1,194,194,13.66196528,13.66196528
35.509,RAMP_PRE,31.19,30.91181818,30,1,194,194,13.66196528,13.66196528
35.659,RAMP_PRE,29.67,30.86636364,30,1,194,194,13.66196528,13.66196528
35.809,RAMP_PRE,30.68,30.86636364,30,1,194,194,13.66196528,13.66196528
35.958,RAMP_PRE,31.19,30.77454545,30,1,194,194,13.66196528,13.66196528
36.107,RAMP_PRE,31.19,30.68272727,30,1,194,194,13.66196528,13.66196528
36.26,RAMP_PRE,30.68,30.68272727,30,1,194,193.7219333,13.66196528,13.78571649
36.408,RAMP_PRE,30.18,30.59090909,30,1,194,193.4233053,13.66196528,13.91861829
36.56,RAMP_PRE,30.68,30.63727273,30,1,194,193.1166064,13.66196528,14.05511203
36.707,RAMP_PRE,30.18,30.63727273,30,1,192,192.8199962,14.55204811,14.18711584
36.86,RAMP_PRE,30.68,30.59090909,30,1,192,192.3859669,14.55204811,14.38027686
37.007,RAMP_PRE,31.19,30.59090909,30,1,192,191.8579101,14.55204811,14.615284
37.16,RAMP_PRE,30.18,30.77545455,30,1,192,191.2398813,14.55204811,14.8903324
37.444,RAMP_PRE,30.18,31.05090909,40,0,190,189.8082534,15.44213095,15.52746613
37.459,RAMP_PRE,30.68,31.46454545,40,0,190,189.7174544,15.44213095,15.56787546
37.607,RAMP_PRE,30.68,32.15363636,40,0,189,188.5874909,15.88717236,16.07075598
37.759,RAMP_PRE,31.19,32.98090909,40,0,188,187.3929892,16.33221378,16.60235873
37.909,RAMP_PRE,32.71,33.76181818,40,0,185,186.2521299,17.66733803,17.11008837
38.058,RAMP_PRE,33.21,34.63454545,40,0,184,185.1867845,18.11237944,17.5842112
38.209,RAMP_PRE,35.23,35.59909091,40,0,184,184.2828396,18.11237944,17.9865041
38.497,RAMP_PRE,37.76,36.56454545,40,1,183,183.318392,18.55742086,18.41572324
38.508,RAMP_PRE,39.78,37.57545455,40,1,183,183.3072943,18.55742086,18.42066216
38.659,RAMP_PRE,39.78,38.54,40,1,183,183.1549537,18.55742086,18.48846004
38.808,RAMP_PRE,39.78,39.36636364,40,1,183,183.0046309,18.55742086,18.55535993
38.96,RAMP_PRE,40.79,40.10181818,40,1,183,183,18.55742086,18.55742086
39.21,RAMP_PRE,41.3,40.60727273,40,1,183,183,18.55742086,18.55742086
39.37,RAMP_PRE,41.8,40.92909091,40,1,183,183,18.55742086,18.55742086
39.408,RAMP_PRE,41.8,41.02090909,40,1,183,183,18.55742086,18.55742086
39.589,RAMP_PRE,41.8,41.11272727,40,1,183,183,18.55742086,18.55742086
39.71,RAMP_PRE,41.3,41.29636364,40,1,183,183,18.55742086,18.55742086
39.859,RAMP_PRE,40.79,41.29636364,40,1,183,183,18.55742086,18.55742086
40.009,RAMP_PRE,41.3,41.20454545,40,1,183,183,18.55742086,18.55742086
40.16,RAMP_PRE,40.79,41.11272727,40,1,183,183,18.55742086,18.55742086
40.309,RAMP_PRE,40.79,41.06727273,40,1,183,183,18.55742086,18.55742086
40.459,RAMP_PRE,41.8,41.02181818,40,1,183,183,18.55742086,18.55742086
40.608,RAMP_PRE,40.79,41.06727273,40,1,183,183,18.55742086,18.55742086
40.758,RAMP_PRE,40.29,41.11363636,40,1,183,183,18.55742086,18.55742086
40.911,RAMP_PRE,40.79,41.11363636,40,1,183,183,18.55742086,18.55742086
41.058,RAMP_PRE,41.3,41.06818182,40,1,183,183,18.55742086,18.55742086
41.21,RAMP_PRE,41.3,41.06818182,40,1,183,183,18.55742086,18.55742086
41.359,RAMP_PRE,41.8,40.93090909,40,1,183,183,18.55742086,18.55742086
41.509,RAMP_PRE,41.3,40.88545455,40,1,183,183,18.55742086,18.55742086
41.659,RAMP_PRE,41.3,40.93090909,40,1,183,183,18.55742086,18.55742086
41.809,RAMP_PRE,40.29,40.88545455,40,1,183,183,18.55742086,18.55742086
41.96,RAMP_PRE,40.79,40.79363636,40,1,183,182.777028,18.55742086,18.65665265
42.11,RAMP_PRE,40.29,40.79363636,40,1,183,182.5847258,18.55742086,18.74223506
42.26,RAMP_PRE,40.29,40.84,40,1,183,182.2326174,18.55742086,18.89893789
42.409,RAMP_PRE,40.79,41.20727273,40,1,181.1951244,181.7340298,19.36066524,19.12083001
42.586,RAMP_PRE,40.29,41.62090909,50,0,181.0548756,181.1533096,19.42308179,19.37927455
42.71,RAMP_PRE,40.29,42.35636364,50,0,180.4277569,180.5304183,19.70217556,19.65648699
42.86,RAMP_PRE,41.3,43.18363636,50,0,179.2497908,179.809484,20.22641926,19.97733263
43.009,RAMP_PRE,42.31,44.10272727,50,0,180,179.1173836,19.89254511,20.28534595
43.158,RAMP_PRE,45.34,44.97545455,50,0,177.0637685,178.4640441,21.19928974,20.5761091
43.31,RAMP_PRE,45.85,45.89454545,50,0,177.7158925,177.9458843,20.90906753,20.80671167
43.558,RAMP_PRE,48.38,46.95090909,50,1,177,177.0183317,21.22766936,21.21951099
43.61,RAMP_PRE,49.89,48.05363636,50,1,177,176.8609467,21.22766936,21.28955383
43.76,RAMP_PRE,50.4,49.01818182,50,1,177,176.5887614,21.22766936,21.41068758
43.91,RAMP_PRE,49.89,49.89090909,50,1,176,176.3811442,21.67271077,21.50308582
44.061,RAMP_PRE,50.9,50.44272727,50,1,176,176.2288036,21.67271077,21.57088369
44.21,RAMP_PRE,51.91,50.94818182,50,1,176,176.0784808,21.67271077,21.63778358
44.493,RAMP_PRE,52.42,51.22363636,50,1,176,176,21.67271077,21.67271077
44.629,RAMP_PRE,51.91,51.31545455,50,1,176,176,21.67271077,21.67271077
44.659,RAMP_PRE,51.91,51.36090909,50,1,176,176,21.67271077,21.67271077
44.81,RAMP_PRE,51.41,51.40727273,50,1,176,176,21.67271077,21.67271077
44.959,RAMP_PRE,51.41,51.49909091,50,1,176,176,21.67271077,21.67271077
45.109,RAMP_PRE,51.41,51.40727273,50,1,176,176,21.67271077,21.67271077
45.26,RAMP_PRE,50.9,51.31545455,50,1,176,176,21.67271077,21.67271077
45.41,RAMP_PRE,50.9,51.17818182,50,1,176,176,21.67271077,21.67271077
45.56,RAMP_PRE,50.4,51.13272727,50,1,176,176,21.67271077,21.67271077
45.71,RAMP_PRE,51.91,51.04090909,50,1,176,176,21.67271077,21.67271077
45.861,RAMP_PRE,50.9,51.08636364,50,1,176,176,21.67271077,21.67271077
46.01,RAMP_PRE,51.41,51.13181818,50,1,176,176,21.67271077,21.67271077
46.161,RAMP_PRE,50.4,51.13181818,50,1,176,176,21.67271077,21.67271077
46.31,RAMP_PRE,51.41,51.13181818,50,1,176,176,21.67271077,21.67271077
46.46,RAMP_PRE,50.4,51.22363636,50,1,176,176,21.67271077,21.67271077
46.61,RAMP_PRE,51.91,51.08636364,50,1,176,176,21.67271077,21.67271077
46.76,RAMP_PRE,51.91,51.04090909,50,1,176,176,21.67271077,21.67271077
46.91,RAMP_PRE,50.9,50.90272727,50,1,176,176,21.67271077,21.67271077
47.06,RAMP_PRE,50.9,50.94818182,50,1,176,175.9174638,21.67271077,21.7094428
47.21,RAMP_PRE,51.41,51.08636364,50,1,176,175.6751213,21.67271077,21.81729524
47.36,RAMP_PRE,50.4,51.36181818,50,1,176,175.2687253,21.67271077,21.9981583
47.626,RAMP_PRE,50.4,51.63818182,60,0,174.2752146,173.8881565,22.44031173,22.61256858
47.661,RAMP_PRE,49.89,52.14454545,60,0,174,173.6540869,22.5627936,22.71673928
47.81,RAMP_PRE,50.9,52.97181818,60,0,173,172.601827,23.00783502,23.18503851
47.961,RAMP_PRE,52.93,53.84545455,60,0,171,171.4179795,23.89791785,23.71189967
48.111,RAMP_PRE,53.43,54.81,60,0,169.9997908,170.0475394,24.34305236,24.32180228
48.262,RAMP_PRE,54.95,55.86636364,60,0,169,168.8478014,24.78800068,24.85573536
48.547,RAMP_PRE,57.48,56.87727273,60,1,166,167.4898813,26.12312493,25.46006603
48.561,RAMP_PRE,60,57.93454545,60,1,166,167.4475085,26.12312493,25.47892372
48.711,RAMP_PRE,60.51,58.80818182,60,1,166,167.0750406,26.12312493,25.64468734
48.993,RAMP_PRE,62.02,59.49727273,60,1,167,166.7469833,25.67808352,25.79068642
49.137,RAMP_PRE,62.02,60.14090909,60,1,167,166.8922618,25.67808352,25.72603149
49.187,RAMP_PRE,61.52,60.69181818,60,1,167,166.9427057,25.67808352,25.70358186
49.311,RAMP_PRE,61.52,60.92090909,60,1,167,167,25.67808352,25.67808352
49.461,RAMP_PRE,60.51,60.96727273,60,1,167,167,25.67808352,25.67808352
49.611,RAMP_PRE,60.51,61.01272727,60,1,167,167,25.67808352,25.67808352
49.761,RAMP_PRE,60.51,60.82909091,60,1,167,167,25.67808352,25.67808352
49.911,RAMP_PRE,61.01,60.69181818,60,1,167,167,25.67808352,25.67808352
50.06,RAMP_PRE,60,60.6,60,1,167,167,25.67808352,25.67808352
50.21,RAMP_PRE,60.51,60.6,60,1,167,167,25.67808352,25.67808352
50.36,RAMP_PRE,61.01,60.6,60,1,167,167,25.67808352,25.67808352
50.511,RAMP_PRE,60,60.50818182,60,1,167,167,25.67808352,25.67808352
50.661,RAMP_PRE,60.51,60.55363636,60,1,167,167,25.67808352,25.67808352
50.811,RAMP_PRE,60.51,60.46181818,60,1,167,167,25.67808352,25.67808352
50.96,RAMP_PRE,61.52,60.50818182,60,1,167,167,25.67808352,25.67808352
51.111,RAMP_PRE,60.51,60.55363636,60,1,167,167,25.67808352,25.67808352
51.26,RAMP_PRE,59.5,60.46181818,60,1,167,167,25.67808352,25.67808352
51.411,RAMP_PRE,61.01,60.46181818,60,1,167,167,25.67808352,25.67808352
51.561,RAMP_PRE,60,60.41545455,60,1,167,166.8482448,25.67808352,25.74562086
51.711,RAMP_PRE,60.51,60.46090909,60,1,167,166.4721151,25.67808352,25.91301415
51.86,RAMP_PRE,61.01,60.55272727,60,1,167,165.7348071,25.67808352,26.24114677
52.011,RAMP_PRE,60,60.96636364,60,1,166,164.6956526,26.12312493,26.70361353
52.186,RAMP_PRE,60,61.70181818,70,0,163.6650451,163.4438267,27.16227658,27.26072792
52.311,RAMP_PRE,60,62.48363636,70,0,162,162.4349486,27.9032906,27.70972047
52.461,RAMP_PRE,61.01,63.40272727,70,0,160,161.2795913,28.79337343,28.22390231
52.611,RAMP_PRE,62.53,64.32181818,70,0,160,160.2840403,28.79337343,28.66696372
52.761,RAMP_PRE,65.06,65.24090909,70,0,159,159.5927869,29.23841484,28.97460012
53.042,RAMP_PRE,67.59,66.34363636,70,1,159,159.1204501,29.23841484,29.18480957
53.061,RAMP_PRE,69.61,67.44636364,70,1,159,159.1012814,29.23841484,29.19334043
53.211,RAMP_PRE,70.11,68.45727273,70,1,159,159,29.23841484,29.23841484
53.361,RAMP_PRE,70.62,69.42272727,70,1,159,159,29.23841484,29.23841484
53.511,RAMP_PRE,71.12,70.25,70,1,159,159,29.23841484,29.23841484
53.796,RAMP_PRE,72.13,70.84727273,70,0,159,159.0211964,29.23841484,29.22898157
53.914,RAMP_PRE,72.13,71.07636364,70,1,159,159.140244,29.23841484,29.17600045
53.961,RAMP_PRE,71.12,71.16818182,70,1,159,159.1876613,29.23841484,29.1548978
54.112,RAMP_PRE,71.63,71.21454545,70,1,159,159.3400019,29.23841484,29.08709992
54.261,RAMP_PRE,71.63,71.21454545,70,1,159.2968193,159.4903247,29.10631795,29.02020003
54.411,RAMP_PRE,71.63,71.16909091,70,1,160,159.6416564,28.79337343,28.95285115
54.561,RAMP_PRE,70.11,71.03181818,70,1,160,159.7929882,28.79337343,28.88550227
54.711,RAMP_PRE,70.62,70.89454545,70,1,160,159.9443199,28.79337343,28.81815338
54.862,RAMP_PRE,70.62,70.84909091,70,1,160,160,28.79337343,28.79337343
55.012,RAMP_PRE,70.62,70.66545455,70,1,160,160,28.79337343,28.79337343
55.162,RAMP_PRE,70.62,70.57363636,70,1,160,160,28.79337343,28.79337343
55.311,RAMP_PRE,70.62,70.43545455,70,1,160,160,28.79337343,28.79337343
